SECTOR,DATE,AVG_RETURN
BANKING,2022-10-03,-1.7694
BANKING,2022-10-04,3.162
BANKING,2022-10-06,0.4101
BANKING,2022-10-07,0.1703
BANKING,2022-10-10,-0.4296
BANKING,2022-10-11,-0.9059
BANKING,2022-10-12,1.4924
BANKING,2022-10-13,-1.0739
BANKING,2022-10-14,1.5652
BANKING,2022-10-17,1.5024
BANKING,2022-10-18,1.0287
BANKING,2022-10-19,-0.1071
BANKING,2022-10-20,-0.8024
BANKING,2022-10-21,1.7501
BANKING,2022-10-24,0.8791
BANKING,2022-10-25,-0.5177
BANKING,2022-10-27,0.5705
BANKING,2022-10-28,-0.9332
BANKING,2022-10-31,-0.7141
BANKING,2022-11-01,-0.2257
BANKING,2022-11-02,-0.4194
BANKING,2022-11-03,0.7276
BANKING,2022-11-04,-0.2147
BANKING,2022-11-07,0.4818
BANKING,2022-11-09,0.3342
BANKING,2022-11-10,-0.9712
BANKING,2022-11-11,0.693
BANKING,2022-11-14,0.0558
BANKING,2022-11-15,0.6512
BANKING,2022-11-16,-0.1851
BANKING,2022-11-17,-0.1046
BANKING,2022-11-18,-0.5487
BANKING,2022-11-21,-0.3701
BANKING,2022-11-22,0.4216
BANKING,2022-11-23,0.8325
BANKING,2022-11-24,0.1497
BANKING,2022-11-25,0.2527
BANKING,2022-11-28,0.5673
BANKING,2022-11-29,0.3398
BANKING,2022-11-30,0.2972
BANKING,2022-12-01,0.0228
BANKING,2022-12-02,0.1078
BANKING,2022-12-05,0.8561
BANKING,2022-12-06,-0.4398
BANKING,2022-12-07,-0.4074
BANKING,2022-12-08,1.41
BANKING,2022-12-09,-0.2515
BANKING,2022-12-12,0.007
BANKING,2022-12-13,0.9858
BANKING,2022-12-14,0.3506
BANKING,2022-12-15,-0.7681
BANKING,2022-12-16,-0.933
BANKING,2022-12-19,0.29
BANKING,2022-12-20,-0.277
BANKING,2022-12-21,-1.6974
BANKING,2022-12-22,-1.2503
BANKING,2022-12-23,-2.052
BANKING,2022-12-26,2.9708
BANKING,2022-12-27,0.7662
BANKING,2022-12-28,-0.1772
BANKING,2022-12-29,1.2723
BANKING,2022-12-30,-0.3308
BANKING,2023-01-02,0.4867
BANKING,2023-01-03,0.573
BANKING,2023-01-04,-0.8728
BANKING,2023-01-05,-0.4918
BANKING,2023-01-06,-1.064
BANKING,2023-01-09,1.3829
BANKING,2023-01-10,-0.8635
BANKING,2023-01-11,0.0145
BANKING,2023-01-12,-0.6654
BANKING,2023-01-13,0.8023
BANKING,2023-01-16,-0.0709
BANKING,2023-01-17,-0.1921
BANKING,2023-01-18,0.1423
BANKING,2023-01-19,-0.6711
BANKING,2023-01-20,0.1389
BANKING,2023-01-23,1.2173
BANKING,2023-01-24,-0.4324
BANKING,2023-01-25,-2.4307
BANKING,2023-01-27,-2.6563
BANKING,2023-01-30,-0.0065
BANKING,2023-01-31,0.6116
BANKING,2023-02-01,-1.3974
BANKING,2023-02-02,0.3203
BANKING,2023-02-03,1.6121
BANKING,2023-02-06,0.3077
BANKING,2023-02-07,0.1012
BANKING,2023-02-08,0.2562
BANKING,2023-02-09,0.2277
BANKING,2023-02-10,0.2339
BANKING,2023-02-13,-1.0063
BANKING,2023-02-14,0.4336
BANKING,2023-02-15,0.4012
BANKING,2023-02-16,-0.1142
BANKING,2023-02-17,-1.7493
BANKING,2023-02-20,-0.8173
BANKING,2023-02-21,-0.3152
BANKING,2023-02-22,-1.4173
BANKING,2023-02-23,0.3775
BANKING,2023-02-24,-0.1223
BANKING,2023-02-27,0.7969
BANKING,2023-02-28,-0.0203
BANKING,2023-03-01,1.7635
BANKING,2023-03-02,-0.7796
BANKING,2023-03-03,1.7336
BANKING,2023-03-06,0.055
BANKING,2023-03-08,0.7464
BANKING,2023-03-09,-0.8106
BANKING,2023-03-10,-1.6197
BANKING,2023-03-13,-2.8796
BANKING,2023-03-14,-1.0993
BANKING,2023-03-15,-0.7895
BANKING,2023-03-16,-0.0345
BANKING,2023-03-17,1.1306
BANKING,2023-03-20,-0.7875
BANKING,2023-03-21,1.0678
BANKING,2023-03-22,0.6365
BANKING,2023-03-23,-0.871
BANKING,2023-03-24,-0.9579
BANKING,2023-03-27,-0.3055
BANKING,2023-03-28,-0.2607
BANKING,2023-03-29,1.2816
BANKING,2023-03-31,1.877
BANKING,2023-04-03,1.0941
BANKING,2023-04-05,-0.1637
BANKING,2023-04-06,0.0988
BANKING,2023-04-10,-0.2742
BANKING,2023-04-11,1.2545
BANKING,2023-04-12,0.0065
BANKING,2023-04-13,0.8862
BANKING,2023-04-17,0.8654
BANKING,2023-04-18,0.5438
BANKING,2023-04-19,-0.2497
BANKING,2023-04-20,0.4389
BANKING,2023-04-21,-0.2215
BANKING,2023-04-24,0.8244
BANKING,2023-04-25,0.5482
BANKING,2023-04-26,0.592
BANKING,2023-04-27,0.341
BANKING,2023-04-28,0.545
BANKING,2023-05-02,0.299
BANKING,2023-05-03,-0.0788
BANKING,2023-05-04,0.7541
BANKING,2023-05-05,-2.7974
BANKING,2023-05-08,1.8233
BANKING,2023-05-09,-0.0277
BANKING,2023-05-10,0.6171
BANKING,2023-05-11,0.3326
BANKING,2023-05-12,0.404
BANKING,2023-05-15,1.0279
BANKING,2023-05-16,-0.3292
BANKING,2023-05-17,-0.2483
BANKING,2023-05-18,-0.0345
BANKING,2023-05-19,0.081
BANKING,2023-05-22,0.0676
BANKING,2023-05-23,0.6447
BANKING,2023-05-24,-0.0682
BANKING,2023-05-25,0.095
BANKING,2023-05-26,0.5652
BANKING,2023-05-29,0.7489
BANKING,2023-05-30,0.4563
BANKING,2023-05-31,-0.587
BANKING,2023-06-01,-0.5436
BANKING,2023-06-02,0.1941
BANKING,2023-06-05,0.4994
BANKING,2023-06-06,0.2494
BANKING,2023-06-07,0.2066
BANKING,2023-06-08,-0.8586
BANKING,2023-06-09,-0.1368
BANKING,2023-06-12,-0.0125
BANKING,2023-06-13,0.2591
BANKING,2023-06-14,-0.6762
BANKING,2023-06-15,-1.5234
BANKING,2023-06-16,1.2814
BANKING,2023-06-19,-1.0028
BANKING,2023-06-20,0.1406
BANKING,2023-06-21,-0.3009
BANKING,2023-06-22,-0.3108
BANKING,2023-06-23,-0.3363
BANKING,2023-06-26,0.0541
BANKING,2023-06-27,1.0758
BANKING,2023-06-28,0.109
BANKING,2023-06-30,1.6264
BANKING,2023-07-03,0.2808
BANKING,2023-07-04,0.2413
BANKING,2023-07-05,-0.1485
BANKING,2023-07-06,0.7744
BANKING,2023-07-07,-0.8128
BANKING,2023-07-10,-0.2099
BANKING,2023-07-11,-0.424
BANKING,2023-07-12,-0.2889
BANKING,2023-07-13,-0.7736
BANKING,2023-07-14,0.6049
BANKING,2023-07-17,1.1098
BANKING,2023-07-18,-0.0081
BANKING,2023-07-19,0.6924
BANKING,2023-07-20,0.9779
BANKING,2023-07-21,-0.0023
BANKING,2023-07-24,-0.1809
BANKING,2023-07-25,-0.5804
BANKING,2023-07-26,0.7839
BANKING,2023-07-27,-0.8784
BANKING,2023-07-28,-0.2095
BANKING,2023-07-31,0.608
BANKING,2023-08-01,-0.1057
BANKING,2023-08-02,-1.3646
BANKING,2023-08-03,-0.81
BANKING,2023-08-04,0.9404
BANKING,2023-08-07,-0.0773
BANKING,2023-08-08,0.4445
BANKING,2023-08-09,-0.1952
BANKING,2023-08-10,-0.6001
BANKING,2023-08-11,-0.8521
BANKING,2023-08-14,-0.2525
BANKING,2023-08-16,-0.4435
BANKING,2023-08-17,0.3656
BANKING,2023-08-18,-0.1366
BANKING,2023-08-21,0.5246
BANKING,2023-08-22,0.1942
BANKING,2023-08-23,1.6158
BANKING,2023-08-24,0.0073
BANKING,2023-08-25,-0.4236
BANKING,2023-08-28,0.6721
BANKING,2023-08-29,-0.0504
BANKING,2023-08-30,-0.8132
BANKING,2023-08-31,-0.5797
BANKING,2023-09-01,1.2873
BANKING,2023-09-04,0.0597
BANKING,2023-09-05,0.0113
BANKING,2023-09-06,-0.4908
BANKING,2023-09-07,1.3357
BANKING,2023-09-08,0.8646
BANKING,2023-09-11,0.8143
BANKING,2023-09-12,-1.0835
BANKING,2023-09-13,1.1298
BANKING,2023-09-14,0.428
BANKING,2023-09-15,0.7632
BANKING,2023-09-18,-0.5628
BANKING,2023-09-20,-0.8202
BANKING,2023-09-21,-1.3814
BANKING,2023-09-22,0.534
BANKING,2023-09-25,0.4041
BANKING,2023-09-26,-0.3661
BANKING,2023-09-27,0.2253
BANKING,2023-09-28,-0.9203
BANKING,2023-09-29,0.771
BANKING,2023-10-03,0.2441
BANKING,2023-10-04,-1.4674
BANKING,2023-10-05,0.1367
BANKING,2023-10-06,0.6919
BANKING,2023-10-09,-1.1653
BANKING,2023-10-10,1.3146
BANKING,2023-10-11,0.0363
BANKING,2023-10-12,0.3237
BANKING,2023-10-13,-0.8344
BANKING,2023-10-16,-0.0536
BANKING,2023-10-17,0.0134
BANKING,2023-10-18,-1.0814
BANKING,2023-10-19,-0.4822
BANKING,2023-10-20,-0.1905
BANKING,2023-10-23,-1.5417
BANKING,2023-10-25,-0.8995
BANKING,2023-10-26,-1.2488
BANKING,2023-10-27,1.3584
BANKING,2023-10-30,0.5833
BANKING,2023-10-31,-0.2932
BANKING,2023-11-01,-0.3784
BANKING,2023-11-02,0.8844
BANKING,2023-11-03,0.6526
BANKING,2023-11-06,0.7248
BANKING,2023-11-07,0.6282
BANKING,2023-11-08,-0.0624
BANKING,2023-11-09,0.1057
BANKING,2023-11-10,0.3392
BANKING,2023-11-13,0.0874
BANKING,2023-11-15,0.4358
BANKING,2023-11-16,-0.1433
BANKING,2023-11-17,-1.5946
BANKING,2023-11-20,-0.1997
BANKING,2023-11-21,0.0495
BANKING,2023-11-22,-0.6887
BANKING,2023-11-23,0.3558
BANKING,2023-11-24,0.2714
BANKING,2023-11-28,0.6477
BANKING,2023-11-29,1.4823
BANKING,2023-11-30,-0.1463
BANKING,2023-12-01,0.6872
BANKING,2023-12-04,3.595
BANKING,2023-12-05,1.2051
BANKING,2023-12-06,-0.502
BANKING,2023-12-07,0.0648
BANKING,2023-12-08,0.5664
BANKING,2023-12-11,0.0643
BANKING,2023-12-12,-0.5524
BANKING,2023-12-13,0.1764
BANKING,2023-12-14,1.2774
BANKING,2023-12-15,1.6309
BANKING,2023-12-18,-0.4884
BANKING,2023-12-19,0.0415
BANKING,2023-12-20,-1.5678
BANKING,2023-12-21,0.4692
BANKING,2023-12-22,-0.6454
BANKING,2023-12-26,0.4393
BANKING,2023-12-27,1.0697
BANKING,2023-12-28,0.5517
BANKING,2023-12-29,-0.3452
BANKING,2024-01-01,0.0657
BANKING,2024-01-02,-1.2263
BANKING,2024-01-03,0.7613
BANKING,2024-01-04,1.3918
BANKING,2024-01-05,-0.45
BANKING,2024-01-08,-2.2894
BANKING,2024-01-09,-0.0296
BANKING,2024-01-10,-0.0733
BANKING,2024-01-11,0.2325
BANKING,2024-01-12,0.4199
BANKING,2024-01-15,0.8731
BANKING,2024-01-16,-0.5476
BANKING,2024-01-17,-3.0497
BANKING,2024-01-18,-0.347
BANKING,2024-01-19,-0.3564
BANKING,2024-01-23,-2.7536
BANKING,2024-01-24,0.4825
BANKING,2024-01-25,-0.5486
BANKING,2024-01-29,1.6501
BANKING,2024-01-30,-0.1641
BANKING,2024-01-31,1.36
BANKING,2024-02-01,0.1484
BANKING,2024-02-02,-0.3097
BANKING,2024-02-05,-0.4997
BANKING,2024-02-06,-0.5945
BANKING,2024-02-07,0.6776
BANKING,2024-02-08,-1.6627
BANKING,2024-02-09,1.2645
BANKING,2024-02-12,-2.1728
BANKING,2024-02-13,1.0559
BANKING,2024-02-14,1.1048
BANKING,2024-02-15,0.6574
BANKING,2024-02-16,0.9554
BANKING,2024-02-19,0.1723
BANKING,2024-02-20,0.3815
BANKING,2024-02-21,-0.1482
BANKING,2024-02-22,-0.144
BANKING,2024-02-23,-0.0565
BANKING,2024-02-26,-0.8652
BANKING,2024-02-27,0.1953
BANKING,2024-02-28,-1.5708
BANKING,2024-02-29,0.3299
BANKING,2024-03-01,2.4644
BANKING,2024-03-04,0.1763
BANKING,2024-03-05,0.2194
BANKING,2024-03-06,0.7847
BANKING,2024-03-07,-0.2294
BANKING,2024-03-11,-1.1608
BANKING,2024-03-12,-0.689
BANKING,2024-03-13,-1.4155
BANKING,2024-03-14,-0.6687
BANKING,2024-03-15,0.2992
BANKING,2024-03-18,-0.2986
BANKING,2024-03-19,-0.5444
BANKING,2024-03-20,-0.1343
BANKING,2024-03-21,1.0556
BANKING,2024-03-22,0.4124
BANKING,2024-03-26,-0.3389
BANKING,2024-03-27,0.3849
BANKING,2024-03-28,0.6331
BANKING,2024-04-01,1.1122
BANKING,2024-04-02,0.33
BANKING,2024-04-03,-0.2134
BANKING,2024-04-04,0.6747
BANKING,2024-04-05,0.7327
BANKING,2024-04-08,-0.3688
BANKING,2024-04-09,0.0237
BANKING,2024-04-10,0.816
BANKING,2024-04-12,-0.8524
BANKING,2024-04-15,-1.6021
BANKING,2024-04-16,-0.9955
BANKING,2024-04-18,-0.9176
BANKING,2024-04-19,0.7024
BANKING,2024-04-22,1.3741
BANKING,2024-04-23,0.2954
BANKING,2024-04-24,0.4615
BANKING,2024-04-25,0.6407
BANKING,2024-04-26,-0.8208
BANKING,2024-04-29,2.313
BANKING,2024-04-30,0.4664
BANKING,2024-05-02,-0.0143
BANKING,2024-05-03,-0.9115
BANKING,2024-05-06,0.2635
BANKING,2024-05-07,-1.4654
BANKING,2024-05-08,-0.451
BANKING,2024-05-09,-0.6209
BANKING,2024-05-10,0.4285
BANKING,2024-05-13,0.5378
BANKING,2024-05-14,0.3925
BANKING,2024-05-15,-0.0581
BANKING,2024-05-16,-0.2261
BANKING,2024-05-17,0.4441
BANKING,2024-05-21,-0.1157
BANKING,2024-05-22,-0.5539
BANKING,2024-05-23,1.9496
BANKING,2024-05-24,0.0905
BANKING,2024-05-27,0.7353
BANKING,2024-05-28,-0.3837
BANKING,2024-05-29,-0.891
BANKING,2024-05-30,-0.0606
BANKING,2024-05-31,0.5519
BANKING,2024-06-03,4.0496
BANKING,2024-06-04,-7.9996
BANKING,2024-06-05,5.2969
BANKING,2024-06-06,0.2725
BANKING,2024-06-07,1.1988
BANKING,2024-06-10,0.0822
BANKING,2024-06-11,-0.0423
BANKING,2024-06-12,0.4118
BANKING,2024-06-13,-0.1383
BANKING,2024-06-14,0.1625
BANKING,2024-06-18,0.8291
BANKING,2024-06-19,1.486
BANKING,2024-06-20,1.2578
BANKING,2024-06-21,-0.1791
BANKING,2024-06-24,-0.4227
BANKING,2024-06-25,1.0238
BANKING,2024-06-26,0.6674
BANKING,2024-06-27,-0.0706
BANKING,2024-06-28,-0.7318
BANKING,2024-07-01,0.2865
BANKING,2024-07-02,-1.2645
BANKING,2024-07-03,2.392
BANKING,2024-07-04,-0.1319
BANKING,2024-07-05,-0.013
ENERGY,2022-01-03,1.0007
ENERGY,2022-01-04,2.1522
ENERGY,2022-01-05,1.3151
ENERGY,2022-01-06,-0.1145
ENERGY,2022-01-07,0.9432
ENERGY,2022-01-10,0.6739
ENERGY,2022-01-11,1.0592
ENERGY,2022-01-12,1.6312
ENERGY,2022-01-13,0.9054
ENERGY,2022-01-14,0.382
ENERGY,2022-01-17,1.6263
ENERGY,2022-01-18,-0.2894
ENERGY,2022-01-19,1.1305
ENERGY,2022-01-20,0.2818
ENERGY,2022-01-21,-1.5645
ENERGY,2022-01-24,-1.8188
ENERGY,2022-01-25,1.78
ENERGY,2022-01-27,-0.617
ENERGY,2022-01-28,0.809
ENERGY,2022-01-31,1.4479
ENERGY,2022-02-01,-0.8484
ENERGY,2022-02-02,0.4254
ENERGY,2022-02-03,-1.0188
ENERGY,2022-02-04,-0.1976
ENERGY,2022-02-07,0.8209
ENERGY,2022-02-08,-1.3097
ENERGY,2022-02-09,-0.3766
ENERGY,2022-02-10,0.1638
ENERGY,2022-02-11,-0.1517
ENERGY,2022-02-14,-2.5279
ENERGY,2022-02-15,1.461
ENERGY,2022-02-16,0.4255
ENERGY,2022-02-17,1.1409
ENERGY,2022-02-18,-0.46
ENERGY,2022-02-21,-1.6212
ENERGY,2022-02-22,-0.658
ENERGY,2022-02-23,-0.0726
ENERGY,2022-02-24,-5.176
ENERGY,2022-02-25,2.7629
ENERGY,2022-02-28,2.7628
ENERGY,2022-03-02,0.6073
ENERGY,2022-03-03,2.3867
ENERGY,2022-03-04,-1.7124
ENERGY,2022-03-07,0.4533
ENERGY,2022-03-08,-0.0165
ENERGY,2022-03-09,0.0558
ENERGY,2022-03-10,0.7664
ENERGY,2022-03-11,1.2745
ENERGY,2022-03-14,-0.7313
ENERGY,2022-03-15,-2.1891
ENERGY,2022-03-16,1.7254
ENERGY,2022-03-17,1.363
ENERGY,2022-03-21,-1.6288
ENERGY,2022-03-22,1.3685
ENERGY,2022-03-23,0.5441
ENERGY,2022-03-24,0.5374
ENERGY,2022-03-25,-0.3128
ENERGY,2022-03-28,0.8668
ENERGY,2022-03-29,-0.696
ENERGY,2022-03-30,-0.411
ENERGY,2022-03-31,0.6519
ENERGY,2022-04-01,3.1877
ENERGY,2022-04-04,1.5427
ENERGY,2022-04-05,1.2581
ENERGY,2022-04-06,1.2609
ENERGY,2022-04-07,-1.4609
ENERGY,2022-04-08,1.7884
ENERGY,2022-04-11,2.3385
ENERGY,2022-04-12,-0.0898
ENERGY,2022-04-13,0.8666
ENERGY,2022-04-18,1.1032
ENERGY,2022-04-19,0.46
ENERGY,2022-04-20,0.2016
ENERGY,2022-04-21,0.6668
ENERGY,2022-04-22,-0.255
ENERGY,2022-04-25,-3.1901
ENERGY,2022-04-26,1.4769
ENERGY,2022-04-27,-1.3348
ENERGY,2022-04-28,1.687
ENERGY,2022-04-29,-1.7792
ENERGY,2022-05-02,-0.2066
ENERGY,2022-05-04,-0.3842
ENERGY,2022-05-05,0.7524
ENERGY,2022-05-06,0.3238
ENERGY,2022-05-09,-1.7103
ENERGY,2022-05-10,-3.1448
ENERGY,2022-05-11,0.3209
ENERGY,2022-05-12,-2.0329
ENERGY,2022-05-13,-2.2038
ENERGY,2022-05-16,1.2266
ENERGY,2022-05-17,2.4683
ENERGY,2022-05-18,-1.1444
ENERGY,2022-05-19,-1.2377
ENERGY,2022-05-20,1.2277
ENERGY,2022-05-23,-1.1386
ENERGY,2022-05-24,-1.1427
ENERGY,2022-05-25,0.2609
ENERGY,2022-05-26,-0.2648
ENERGY,2022-05-27,-1.925
ENERGY,2022-05-30,1.167
ENERGY,2022-05-31,-0.1978
ENERGY,2022-06-01,-0.1405
ENERGY,2022-06-02,1.243
ENERGY,2022-06-03,-0.6699
ENERGY,2022-06-06,-0.6388
ENERGY,2022-06-07,1.3725
ENERGY,2022-06-08,-0.0863
ENERGY,2022-06-09,0.7507
ENERGY,2022-06-10,-1.2216
ENERGY,2022-06-13,-2.0763
ENERGY,2022-06-14,-0.6713
ENERGY,2022-06-15,-1.1751
ENERGY,2022-06-16,-2.7369
ENERGY,2022-06-17,-1.5644
ENERGY,2022-06-20,-2.1263
ENERGY,2022-06-21,2.5206
ENERGY,2022-06-22,-1.5343
ENERGY,2022-06-23,0.1114
ENERGY,2022-06-24,1.0677
ENERGY,2022-06-27,1.7056
ENERGY,2022-06-28,0.9627
ENERGY,2022-06-29,1.2408
ENERGY,2022-06-30,-4.5303
ENERGY,2022-07-01,-2.6957
ENERGY,2022-07-04,-0.6432
ENERGY,2022-07-05,0.1173
ENERGY,2022-07-06,-0.8113
ENERGY,2022-07-07,1.076
ENERGY,2022-07-08,0.4312
ENERGY,2022-07-11,2.1764
ENERGY,2022-07-12,-0.2464
ENERGY,2022-07-13,-1.1424
ENERGY,2022-07-14,0.3176
ENERGY,2022-07-15,-0.0459
ENERGY,2022-07-18,1.2377
ENERGY,2022-07-19,-0.1123
ENERGY,2022-07-20,0.7832
ENERGY,2022-07-21,0.791
ENERGY,2022-07-22,-0.5677
ENERGY,2022-07-25,-0.2454
ENERGY,2022-07-26,-0.5692
ENERGY,2022-07-27,0.6314
ENERGY,2022-07-28,0.8666
ENERGY,2022-07-29,1.3962
ENERGY,2022-08-01,1.7615
ENERGY,2022-08-02,0.1641
ENERGY,2022-08-03,-0.699
ENERGY,2022-08-04,-0.7565
ENERGY,2022-08-05,-0.6278
ENERGY,2022-08-08,0.4068
ENERGY,2022-08-10,-0.6522
ENERGY,2022-08-11,-0.7278
ENERGY,2022-08-12,2.1488
ENERGY,2022-08-16,1.5312
ENERGY,2022-08-17,0.5642
ENERGY,2022-08-18,-0.1655
ENERGY,2022-08-19,-0.7233
ENERGY,2022-08-22,-0.6171
ENERGY,2022-08-23,0.3414
ENERGY,2022-08-24,-0.0916
ENERGY,2022-08-25,-0.0341
ENERGY,2022-08-26,0.8859
ENERGY,2022-08-29,-1.1381
ENERGY,2022-08-30,1.7191
ENERGY,2022-09-01,-1.318
ENERGY,2022-09-02,-0.8232
ENERGY,2022-09-05,0.447
ENERGY,2022-09-06,-3.5435
ENERGY,2022-09-07,-0.113
ENERGY,2022-09-08,0.6026
ENERGY,2022-09-09,-0.2252
ENERGY,2022-09-12,0.6159
ENERGY,2022-09-13,0.0355
ENERGY,2022-09-14,-0.0924
ENERGY,2022-09-15,0.2765
ENERGY,2022-09-16,-1.4139
ENERGY,2022-09-19,-0.4803
ENERGY,2022-09-20,0.6871
ENERGY,2022-09-21,-1.4075
ENERGY,2022-09-22,-1.0954
ENERGY,2022-09-23,-2.332
ENERGY,2022-09-26,-2.6515
ENERGY,2022-09-27,0.6933
ENERGY,2022-09-28,-1.4411
ENERGY,2022-09-29,0.1835
ENERGY,2022-09-30,2.5888
ENERGY,2022-10-03,-0.707
ENERGY,2022-10-04,1.2948
ENERGY,2022-10-06,0.3774
ENERGY,2022-10-07,0.1485
ENERGY,2022-10-10,-0.2932
ENERGY,2022-10-11,-1.7822
ENERGY,2022-10-12,1.0628
ENERGY,2022-10-13,-0.6041
ENERGY,2022-10-14,-0.8867
ENERGY,2022-10-17,1.0635
ENERGY,2022-10-18,0.3046
ENERGY,2022-10-19,-0.3182
ENERGY,2022-10-20,1.5146
ENERGY,2022-10-21,-0.4618
ENERGY,2022-10-24,0.7413
ENERGY,2022-10-25,-0.4566
ENERGY,2022-10-27,1.1952
ENERGY,2022-10-28,1.0785
ENERGY,2022-10-31,0.3323
ENERGY,2022-11-01,1.2149
ENERGY,2022-11-02,0.1741
ENERGY,2022-11-03,-0.6987
ENERGY,2022-11-04,-0.2513
ENERGY,2022-11-07,1.3395
ENERGY,2022-11-09,-0.8816
ENERGY,2022-11-10,-0.682
ENERGY,2022-11-11,0.6222
ENERGY,2022-11-14,-0.6382
ENERGY,2022-11-15,0.9834
ENERGY,2022-11-16,-0.6793
ENERGY,2022-11-17,-0.1738
ENERGY,2022-11-18,-0.4118
ENERGY,2022-11-21,-1.0326
ENERGY,2022-11-22,0.1234
ENERGY,2022-11-23,0.3965
ENERGY,2022-11-24,1.8521
ENERGY,2022-11-25,0.6942
ENERGY,2022-11-28,1.2739
ENERGY,2022-11-29,0.0639
ENERGY,2022-11-30,1.6097
ENERGY,2022-12-01,-0.5764
ENERGY,2022-12-02,-0.191
ENERGY,2022-12-05,0.1878
ENERGY,2022-12-06,-0.4402
ENERGY,2022-12-07,-0.5012
ENERGY,2022-12-08,-0.0314
ENERGY,2022-12-09,-0.5409
ENERGY,2022-12-12,0.814
ENERGY,2022-12-13,0.0582
ENERGY,2022-12-14,1.0878
ENERGY,2022-12-15,-0.0924
ENERGY,2022-12-16,-0.8386
ENERGY,2022-12-19,0.8655
ENERGY,2022-12-20,-0.1288
ENERGY,2022-12-21,-1.9584
ENERGY,2022-12-22,-0.8448
ENERGY,2022-12-23,-2.9034
ENERGY,2022-12-26,1.5793
ENERGY,2022-12-27,0.8689
ENERGY,2022-12-28,0.0639
ENERGY,2022-12-29,0.3398
ENERGY,2022-12-30,0.6321
ENERGY,2023-01-02,0.8158
ENERGY,2023-01-03,0.0824
ENERGY,2023-01-04,-1.2816
ENERGY,2023-01-05,0.7504
ENERGY,2023-01-06,0.1549
ENERGY,2023-01-09,1.1248
ENERGY,2023-01-10,-0.0219
ENERGY,2023-01-11,-0.0817
ENERGY,2023-01-12,-0.777
ENERGY,2023-01-13,0.5873
ENERGY,2023-01-16,1.0866
ENERGY,2023-01-17,0.899
ENERGY,2023-01-18,-0.1428
ENERGY,2023-01-19,-0.2872
ENERGY,2023-01-20,0.1256
ENERGY,2023-01-23,0.2989
ENERGY,2023-01-24,-0.5767
ENERGY,2023-01-25,-0.9432
ENERGY,2023-01-27,-3.9208
ENERGY,2023-01-30,-3.3108
ENERGY,2023-01-31,1.1195
ENERGY,2023-02-01,-1.4113
ENERGY,2023-02-02,-2.4073
ENERGY,2023-02-03,-1.5086
ENERGY,2023-02-06,0.0506
ENERGY,2023-02-07,-0.5664
ENERGY,2023-02-08,-0.6176
ENERGY,2023-02-09,-0.2722
ENERGY,2023-02-10,-0.6441
ENERGY,2023-02-13,-0.2719
ENERGY,2023-02-14,-0.7377
ENERGY,2023-02-15,-0.427
ENERGY,2023-02-16,0.6607
ENERGY,2023-02-17,0.715
ENERGY,2023-02-20,-1.1938
ENERGY,2023-02-21,-0.3223
ENERGY,2023-02-22,-1.6691
ENERGY,2023-02-23,-0.4321
ENERGY,2023-02-24,0.2934
ENERGY,2023-02-27,-0.2258
ENERGY,2023-02-28,-0.267
ENERGY,2023-03-01,1.0876
ENERGY,2023-03-02,0.7619
ENERGY,2023-03-03,1.5198
ENERGY,2023-03-06,2.3964
ENERGY,2023-03-08,1.1714
ENERGY,2023-03-09,-0.3301
ENERGY,2023-03-10,0.8773
ENERGY,2023-03-13,-0.0809
ENERGY,2023-03-14,-0.5082
ENERGY,2023-03-15,0.7195
ENERGY,2023-03-16,1.8863
ENERGY,2023-03-17,0.363
ENERGY,2023-03-20,0.5758
ENERGY,2023-03-21,0.0546
ENERGY,2023-03-22,0.3303
ENERGY,2023-03-23,0.2264
ENERGY,2023-03-24,-0.4406
ENERGY,2023-03-27,-0.6874
ENERGY,2023-03-28,-0.8357
ENERGY,2023-03-29,-0.116
ENERGY,2023-03-31,1.0431
ENERGY,2023-04-03,-0.8203
ENERGY,2023-04-05,-0.6267
ENERGY,2023-04-06,0.694
ENERGY,2023-04-10,1.6803
ENERGY,2023-04-11,1.1493
ENERGY,2023-04-12,-0.2147
ENERGY,2023-04-13,-0.2232
ENERGY,2023-04-17,0.8666
ENERGY,2023-04-18,-0.5596
ENERGY,2023-04-19,-0.1789
ENERGY,2023-04-20,0.162
ENERGY,2023-04-21,-0.0808
ENERGY,2023-04-24,-0.0389
ENERGY,2023-04-25,0.8411
ENERGY,2023-04-26,0.2445
ENERGY,2023-04-27,0.3041
ENERGY,2023-04-28,0.7384
ENERGY,2023-05-02,1.5996
ENERGY,2023-05-03,-0.6901
ENERGY,2023-05-04,0.3885
ENERGY,2023-05-05,-0.3012
ENERGY,2023-05-08,0.7263
ENERGY,2023-05-09,-0.2459
ENERGY,2023-05-10,0.9468
ENERGY,2023-05-11,0.312
ENERGY,2023-05-12,-1.5689
ENERGY,2023-05-15,0.1618
ENERGY,2023-05-16,0.6476
ENERGY,2023-05-17,-0.3341
ENERGY,2023-05-18,-1.3269
ENERGY,2023-05-19,0.0629
ENERGY,2023-05-22,1.2204
ENERGY,2023-05-23,1.1405
ENERGY,2023-05-24,0.1146
ENERGY,2023-05-25,-0.1693
ENERGY,2023-05-26,0.0569
ENERGY,2023-05-29,-0.2444
ENERGY,2023-05-30,-0.1337
ENERGY,2023-05-31,-0.7635
ENERGY,2023-06-01,0.2385
ENERGY,2023-06-02,-0.3296
ENERGY,2023-06-05,0.0372
